Accession	Organism	Kingdom	Sequence length	SP cleavage	transmembrane_term
P40466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484	False	False
P41696	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	914	False	False
P49762	Drosophila melanogaster	Metazoa	832	False	False
P58467	Mus musculus	Metazoa	439	False	False
P97346	Mus musculus	Metazoa	435	False	False
Q04781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1562	False	False
Q10FT0	Oryza sativa subsp. japonica	Viridiplantae	824	False	False
Q11011	Mus musculus	Metazoa	920	False	False
Q60795	Mus musculus	Metazoa	597	False	False
Q64337	Mus musculus	Metazoa	442	False	False
Q6I5C3	Oryza sativa subsp. japonica	Viridiplantae	209	False	False
Q7XBY6	Oryza sativa subsp. japonica	Viridiplantae	212	False	False
Q80WB5	Mus musculus	Metazoa	209	False	False
Q8R010	Mus musculus	Metazoa	320	False	False
Q99K90	Mus musculus	Metazoa	693	False	False
Q9D842	Mus musculus	Metazoa	499	False	False
Q9QZL0	Mus musculus	Metazoa	486	False	False
Q9SAZ5	Arabidopsis thaliana	Viridiplantae	155	False	False
Q9VAH9	Drosophila melanogaster	Metazoa	597	False	False
Q9WTZ9	Mus musculus	Metazoa	124	False	False
Q9UDY4	Homo sapiens	Metazoa	337	False	False
Q9UGQ2	Homo sapiens	Metazoa	172	False	True
O94868	Homo sapiens	Metazoa	740	False	False
Q8IZA0	Homo sapiens	Metazoa	1049	False	True
Q92819	Homo sapiens	Metazoa	552	False	False
Q9Y696	Homo sapiens	Metazoa	253	False	False
O75081	Homo sapiens	Metazoa	653	False	False
O60447	Homo sapiens	Metazoa	810	False	False
Q96T76	Homo sapiens	Metazoa	1030	False	False
Q8NCR6	Homo sapiens	Metazoa	262	False	False
Q9H5V9	Homo sapiens	Metazoa	222	False	False
Q8IYM1	Homo sapiens	Metazoa	358	False	False
P22392	Homo sapiens	Metazoa	152	False	False
Q5JTV8	Homo sapiens	Metazoa	583	False	False
O15431	Homo sapiens	Metazoa	190	False	True
O15440	Homo sapiens	Metazoa	1437	False	False
Q5W0Z9	Homo sapiens	Metazoa	365	False	True
Q9Y371	Homo sapiens	Metazoa	365	False	False
P15692	Homo sapiens	Metazoa	395	False	False
P20292	Homo sapiens	Metazoa	161	False	True
Q86TB9	Homo sapiens	Metazoa	770	False	False
Q8NFQ8	Homo sapiens	Metazoa	470	False	False
Q8TEY5	Homo sapiens	Metazoa	395	False	False
Q9BTX1	Homo sapiens	Metazoa	674	False	False
Q9NRG9	Homo sapiens	Metazoa	546	False	False
O43688	Homo sapiens	Metazoa	288	False	True
Q7Z2D5	Homo sapiens	Metazoa	763	False	True
Q96NW4	Homo sapiens	Metazoa	1050	False	False
Q9NX76	Homo sapiens	Metazoa	183	False	True
Q12959	Homo sapiens	Metazoa	904	False	False
Q9UPN3	Homo sapiens	Metazoa	7388	False	False
Q9BX66	Homo sapiens	Metazoa	1292	False	False
P25686	Homo sapiens	Metazoa	324	False	False
Q9BT78	Homo sapiens	Metazoa	406	False	False
P12814	Homo sapiens	Metazoa	892	False	False
Q08209	Homo sapiens	Metazoa	521	False	False
Q5TAT6	Homo sapiens	Metazoa	717	False	False
O15392	Homo sapiens	Metazoa	142	False	False
Q0D2I5	Homo sapiens	Metazoa	559	False	False
Q9NXE4	Homo sapiens	Metazoa	866	False	False
Q15078	Homo sapiens	Metazoa	307	False	False
Q99527	Homo sapiens	Metazoa	375	False	False
Q9H4A6	Homo sapiens	Metazoa	298	False	False
P27105	Homo sapiens	Metazoa	288	False	False
P50876	Homo sapiens	Metazoa	292	False	False
Q93096	Homo sapiens	Metazoa	173	False	False
Q0D9C4	Oryza sativa subsp. japonica	Viridiplantae	492	False	False
P52292	Homo sapiens	Metazoa	529	False	False
P63241	Homo sapiens	Metazoa	154	False	False
Q86TC9	Homo sapiens	Metazoa	1320	False	False
Q86WT6	Homo sapiens	Metazoa	500	False	False
Q9H816	Homo sapiens	Metazoa	532	False	False
Q9NUU6	Homo sapiens	Metazoa	356	False	False
Q9UBF8	Homo sapiens	Metazoa	816	False	False
Q86X95	Homo sapiens	Metazoa	450	False	False
Q8NEZ2	Homo sapiens	Metazoa	397	False	False
Q8NF91	Homo sapiens	Metazoa	8797	False	False
P37088	Homo sapiens	Metazoa	669	False	False
Q92629	Homo sapiens	Metazoa	289	False	False
Q96HA1	Homo sapiens	Metazoa	1249	False	True
Q9NRA8	Homo sapiens	Metazoa	985	False	False
Q9Y6K0	Homo sapiens	Metazoa	416	False	True
P08195	Homo sapiens	Metazoa	630	False	False
P60953	Homo sapiens	Metazoa	191	False	False
P81274	Homo sapiens	Metazoa	684	False	False
Q96J66	Homo sapiens	Metazoa	1382	False	False
Q9BXU7	Homo sapiens	Metazoa	913	False	False
Q7Z6E9	Homo sapiens	Metazoa	1792	False	False
Q9NPG3	Homo sapiens	Metazoa	1134	False	False
O75190	Homo sapiens	Metazoa	326	False	False
Q14739	Homo sapiens	Metazoa	615	False	False
Q8N668	Homo sapiens	Metazoa	190	False	False
Q9Y265	Homo sapiens	Metazoa	456	False	False
P13796	Homo sapiens	Metazoa	627	False	False
Q8IVE3	Homo sapiens	Metazoa	1493	False	False
Q96NR3	Homo sapiens	Metazoa	888	False	True
Q8TCQ1	Homo sapiens	Metazoa	289	False	False
Q687X5	Homo sapiens	Metazoa	459	False	False
Q8IYL9	Homo sapiens	Metazoa	337	False	False
Q9BQI0	Homo sapiens	Metazoa	150	False	False
P63096	Homo sapiens	Metazoa	354	False	False
Q92621	Homo sapiens	Metazoa	2012	False	False
Q16513	Homo sapiens	Metazoa	984	False	False
Q9NQS7	Homo sapiens	Metazoa	918	False	False
Q8NFH5	Homo sapiens	Metazoa	326	False	False
Q9NRM7	Homo sapiens	Metazoa	1088	False	False
O94886	Homo sapiens	Metazoa	807	False	False
Q3SXY8	Homo sapiens	Metazoa	428	False	False
Q5T3F8	Homo sapiens	Metazoa	832	False	False
Q99569	Homo sapiens	Metazoa	1192	False	False
P17861	Homo sapiens	Metazoa	261	False	False
P46060	Homo sapiens	Metazoa	587	False	False
Q7Z403	Homo sapiens	Metazoa	805	False	False
Q1W6H9	Homo sapiens	Metazoa	321	False	False
Q6NT76	Homo sapiens	Metazoa	420	False	False
Q9H4B4	Homo sapiens	Metazoa	646	False	False
Q9NSG2	Homo sapiens	Metazoa	853	False	False
P56962	Homo sapiens	Metazoa	302	False	False
Q9BZF1	Homo sapiens	Metazoa	889	False	False
A8CG34	Homo sapiens	Metazoa	1229	False	True
P06748	Homo sapiens	Metazoa	294	False	False
Q08211	Homo sapiens	Metazoa	1270	False	False
Q8TC05	Homo sapiens	Metazoa	714	False	False
Q9BZE9	Homo sapiens	Metazoa	553	False	False
O95210	Homo sapiens	Metazoa	358	False	True
Q14721	Homo sapiens	Metazoa	858	False	False
Q96N96	Homo sapiens	Metazoa	652	False	False
Q13496	Homo sapiens	Metazoa	603	False	False
Q86YS7	Homo sapiens	Metazoa	1000	False	False
Q8NI35	Homo sapiens	Metazoa	1801	False	False
O95476	Homo sapiens	Metazoa	244	False	True
Q5TB80	Homo sapiens	Metazoa	1403	False	False
Q8NI77	Homo sapiens	Metazoa	898	False	False
Q9UER7	Homo sapiens	Metazoa	740	False	False
Q96SB3	Homo sapiens	Metazoa	817	False	False
Q9Y287	Homo sapiens	Metazoa	266	False	False
P20309	Homo sapiens	Metazoa	590	False	False
Q04656	Homo sapiens	Metazoa	1500	False	False
Q7Z698	Homo sapiens	Metazoa	418	False	False
Q9NVD7	Homo sapiens	Metazoa	372	False	False
Q96EV8	Homo sapiens	Metazoa	351	False	False
O94901	Homo sapiens	Metazoa	785	False	False
P20794	Homo sapiens	Metazoa	623	False	False
Q00534	Homo sapiens	Metazoa	326	False	False
Q68CJ9	Homo sapiens	Metazoa	461	False	False
Q96BA8	Homo sapiens	Metazoa	519	False	False
Q96SB4	Homo sapiens	Metazoa	655	False	False
O75312	Homo sapiens	Metazoa	459	False	False
Q12873	Homo sapiens	Metazoa	2000	False	False
Q96AZ6	Homo sapiens	Metazoa	181	False	False
Q9H2D6	Homo sapiens	Metazoa	2365	False	False
D4A208	Rattus norvegicus	Metazoa	1071	False	False
P12813	Mus musculus	Metazoa	601	False	False
P39966	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	464	False	False
P42801	Arabidopsis thaliana	Viridiplantae	511	False	False
P43321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	101	False	False
P46462	Rattus norvegicus	Metazoa	806	False	False
P52946	Mus musculus	Metazoa	284	False	False
P93047	Arabidopsis thaliana	Viridiplantae	141	False	False
Q38951	Arabidopsis thaliana	Viridiplantae	587	False	False
Q42344	Arabidopsis thaliana	Viridiplantae	138	False	False
Q6EN42	Oryza sativa subsp. japonica	Viridiplantae	204	False	False
Q7TPS0	Mus musculus	Metazoa	764	False	False
Q7Y0B9	Oryza sativa subsp. japonica	Viridiplantae	371	False	False
Q86MI0	Caenorhabditis elegans	Metazoa	468	False	False
Q8CEG8	Mus musculus	Metazoa	438	False	False
Q8L7C9	Arabidopsis thaliana	Viridiplantae	217	False	False
Q8L9T7	Arabidopsis thaliana	Viridiplantae	157	False	False
Q95XA8	Caenorhabditis elegans	Metazoa	486	False	False
Q9ES53	Rattus norvegicus	Metazoa	307	False	False
Q9FFA7	Arabidopsis thaliana	Viridiplantae	368	False	False
Q9FPF0	Arabidopsis thaliana	Viridiplantae	392	False	False
Q9LQF2	Arabidopsis thaliana	Viridiplantae	551	False	False
Q9QXG4	Mus musculus	Metazoa	701	False	False
Q9SNB6	Arabidopsis thaliana	Viridiplantae	395	False	False
Q9VCE9	Drosophila melanogaster	Metazoa	751	False	False
P17661	Homo sapiens	Metazoa	470	False	False
Q8IZK6	Homo sapiens	Metazoa	566	False	True
Q92581	Homo sapiens	Metazoa	701	False	False
Q9NZN3	Homo sapiens	Metazoa	535	False	False
Q9Y4G6	Homo sapiens	Metazoa	2542	False	False
O43150	Homo sapiens	Metazoa	1006	False	False
O15504	Homo sapiens	Metazoa	423	False	False
P06730	Homo sapiens	Metazoa	217	False	False
Q9H2U1	Homo sapiens	Metazoa	1008	False	False
Q99720	Homo sapiens	Metazoa	223	False	True
Q96QF0	Homo sapiens	Metazoa	476	False	False
Q3KNS1	Homo sapiens	Metazoa	954	False	False
Q7KZI7	Homo sapiens	Metazoa	788	False	False
Q9UKG1	Homo sapiens	Metazoa	709	False	False
P41002	Homo sapiens	Metazoa	786	False	False
Q9UBK9	Homo sapiens	Metazoa	157	False	False
Q6XR72	Homo sapiens	Metazoa	485	False	True
Q8NB49	Homo sapiens	Metazoa	1132	False	True
Q9GZM5	Homo sapiens	Metazoa	350	False	False
P14923	Homo sapiens	Metazoa	745	False	False
Q8TE54	Homo sapiens	Metazoa	656	False	True
O60566	Homo sapiens	Metazoa	1050	False	False
P46939	Homo sapiens	Metazoa	3433	False	False
Q7L804	Homo sapiens	Metazoa	512	False	False
O14746	Homo sapiens	Metazoa	1132	False	False
O43781	Homo sapiens	Metazoa	588	False	False
Q15834	Homo sapiens	Metazoa	202	False	False
Q8TDB6	Homo sapiens	Metazoa	740	False	False
Q96T37	Homo sapiens	Metazoa	977	False	False
P53671	Homo sapiens	Metazoa	638	False	False
Q9UNH7	Homo sapiens	Metazoa	406	False	False
Q16637	Homo sapiens	Metazoa	294	False	False
O76039	Homo sapiens	Metazoa	960	False	False
P50402	Homo sapiens	Metazoa	254	False	False
Q9UGP4	Homo sapiens	Metazoa	676	False	False
Q96RF0	Homo sapiens	Metazoa	628	False	False
Q07065	Homo sapiens	Metazoa	602	False	False
Q9NZU7	Homo sapiens	Metazoa	370	False	False
Q15286	Homo sapiens	Metazoa	201	False	False
Q9P0L0	Homo sapiens	Metazoa	249	False	False
Q96266	Arabidopsis thaliana	Viridiplantae	263	False	False
Q9SL92	Arabidopsis thaliana	Viridiplantae	367	False	False
Q8IU68	Homo sapiens	Metazoa	726	False	False
Q9Y6F1	Homo sapiens	Metazoa	533	False	False
Q13702	Homo sapiens	Metazoa	412	False	False
Q70E73	Homo sapiens	Metazoa	1250	False	False
Q10S82	Oryza sativa subsp. japonica	Viridiplantae	492	False	False
P24941	Homo sapiens	Metazoa	298	False	False
P53990	Homo sapiens	Metazoa	364	False	False
Q6ZMZ3	Homo sapiens	Metazoa	975	False	False
Q8WYP5	Homo sapiens	Metazoa	2266	False	False
Q9UNH5	Homo sapiens	Metazoa	594	False	False
P57740	Homo sapiens	Metazoa	925	False	False
Q9HC62	Homo sapiens	Metazoa	589	False	False
P01112	Homo sapiens	Metazoa	189	False	False
Q8N205	Homo sapiens	Metazoa	404	False	False
Q9H7T9	Homo sapiens	Metazoa	357	False	False
P13569	Homo sapiens	Metazoa	1480	False	False
Q9UBF9	Homo sapiens	Metazoa	498	False	False
Q43727	Arabidopsis thaliana	Viridiplantae	576	False	False
Q96EE3	Homo sapiens	Metazoa	360	False	False
O00291	Homo sapiens	Metazoa	1037	False	False
Q92547	Homo sapiens	Metazoa	1522	False	False
Q96AG4	Homo sapiens	Metazoa	307	False	False
Q9Y5B0	Homo sapiens	Metazoa	961	False	False
O14966	Homo sapiens	Metazoa	203	False	False
O95425	Homo sapiens	Metazoa	2214	False	False
P19474	Homo sapiens	Metazoa	475	False	False
Q8WXW3	Homo sapiens	Metazoa	757	False	False
Q9Y3A4	Homo sapiens	Metazoa	280	False	False
O43889	Homo sapiens	Metazoa	371	False	False
O75161	Homo sapiens	Metazoa	1426	False	False
Q8NC56	Homo sapiens	Metazoa	503	False	False
Q9H3S7	Homo sapiens	Metazoa	1636	False	False
P40581	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	163	False	False
P20591	Homo sapiens	Metazoa	662	False	False
P49454	Homo sapiens	Metazoa	3114	False	False
Q16873	Homo sapiens	Metazoa	150	False	True
Q5BJF2	Homo sapiens	Metazoa	176	False	False
O95786	Homo sapiens	Metazoa	925	False	False
O43633	Homo sapiens	Metazoa	222	False	False
Q9NYB9	Homo sapiens	Metazoa	513	False	False
Q9UQ49	Homo sapiens	Metazoa	428	False	False
P42566	Homo sapiens	Metazoa	896	False	False
Q9NQC7	Homo sapiens	Metazoa	956	False	False
Q9NS23	Homo sapiens	Metazoa	344	False	False
Q07157	Homo sapiens	Metazoa	1748	False	False
P51787	Homo sapiens	Metazoa	676	False	False
Q6ZNL6	Homo sapiens	Metazoa	1462	False	False
Q8IUN9	Homo sapiens	Metazoa	316	False	False
Q9NUM4	Homo sapiens	Metazoa	274	False	False
O94875	Homo sapiens	Metazoa	1100	False	False
Q96KG9	Homo sapiens	Metazoa	808	False	False
Q9LD47	Arabidopsis thaliana	Viridiplantae	320	False	False
Q91VJ1	Mus musculus	Metazoa	354	False	False
Q12884	Homo sapiens	Metazoa	760	False	False
Q9NZ42	Homo sapiens	Metazoa	101	False	True
O15553	Homo sapiens	Metazoa	781	False	False
P52948	Homo sapiens	Metazoa	1817	False	False
Q99828	Homo sapiens	Metazoa	191	False	False
P42167	Homo sapiens	Metazoa	454	False	False
Q96JB5	Homo sapiens	Metazoa	506	False	False
Q14494	Homo sapiens	Metazoa	772	False	False
O43164	Homo sapiens	Metazoa	708	False	False
Q9BQL6	Homo sapiens	Metazoa	677	False	False
A2IDD5	Homo sapiens	Metazoa	438	False	False
Q6T4R5	Homo sapiens	Metazoa	1651	False	False
Q96T83	Homo sapiens	Metazoa	725	False	True
Q5T2T1	Homo sapiens	Metazoa	576	False	False
Q7L0Q8	Homo sapiens	Metazoa	258	False	False
P37198	Homo sapiens	Metazoa	522	False	False
Q14331	Homo sapiens	Metazoa	258	False	False
Q02750	Homo sapiens	Metazoa	393	False	False
Q9P287	Homo sapiens	Metazoa	314	False	False
Q9UBN7	Homo sapiens	Metazoa	1215	False	False
O76083	Homo sapiens	Metazoa	593	False	False
Q9H4M9	Homo sapiens	Metazoa	534	False	False
Q7Z6G8	Homo sapiens	Metazoa	1248	False	False
Q96D96	Homo sapiens	Metazoa	273	False	False
P50552	Homo sapiens	Metazoa	380	False	False
P53618	Homo sapiens	Metazoa	953	False	False
Q9H0F7	Homo sapiens	Metazoa	186	False	False
Q15642	Homo sapiens	Metazoa	601	False	False
Q8IWZ6	Homo sapiens	Metazoa	715	False	False
Q8N3R9	Homo sapiens	Metazoa	675	False	False
P25054	Homo sapiens	Metazoa	2843	False	False
Q9BXC9	Homo sapiens	Metazoa	721	False	False
Q9P0N8	Homo sapiens	Metazoa	246	False	False
P15291	Homo sapiens	Metazoa	398	False	False
Q93084	Homo sapiens	Metazoa	999	False	False
Q9HC98	Homo sapiens	Metazoa	313	False	False
Q9Y448	Homo sapiens	Metazoa	316	False	False
O95721	Homo sapiens	Metazoa	258	False	False
Q8N3I7	Homo sapiens	Metazoa	341	False	False
Q8NFJ9	Homo sapiens	Metazoa	593	False	False
Q9Y4D2	Homo sapiens	Metazoa	1042	False	True
Q5SNT2	Homo sapiens	Metazoa	666	False	False
Q7Z333	Homo sapiens	Metazoa	2677	False	False
O15182	Homo sapiens	Metazoa	167	False	False
P41208	Homo sapiens	Metazoa	172	False	False
P53350	Homo sapiens	Metazoa	603	False	False
Q6IQ20	Homo sapiens	Metazoa	393	False	False
Q6UWU4	Homo sapiens	Metazoa	347	False	True
Q96FC9	Homo sapiens	Metazoa	970	False	False
Q96RU3	Homo sapiens	Metazoa	617	False	False
P17677	Homo sapiens	Metazoa	238	False	False
Q8TAC9	Homo sapiens	Metazoa	235	False	True
Q8WVQ1	Homo sapiens	Metazoa	401	False	False
Q9BSW2	Homo sapiens	Metazoa	731	False	False
Q9UBW5	Homo sapiens	Metazoa	565	False	False
Q92993	Homo sapiens	Metazoa	513	False	False
O43379	Homo sapiens	Metazoa	1518	False	False
Q86WV6	Homo sapiens	Metazoa	379	False	False
Q9NZJ0	Homo sapiens	Metazoa	730	False	False
Q96Q89	Homo sapiens	Metazoa	1820	False	False
Q8NHG8	Homo sapiens	Metazoa	242	False	False
P41181	Homo sapiens	Metazoa	271	False	True
Q9NRA2	Homo sapiens	Metazoa	495	False	True
Q9UBU9	Homo sapiens	Metazoa	619	False	False
Q9UH99	Homo sapiens	Metazoa	717	False	False
Q86XR7	Homo sapiens	Metazoa	235	False	False
Q9BTU6	Homo sapiens	Metazoa	479	False	False
Q8TAM2	Homo sapiens	Metazoa	541	False	False
Q8IXJ6	Homo sapiens	Metazoa	389	False	False
Q96EA4	Homo sapiens	Metazoa	605	False	False
P08962	Homo sapiens	Metazoa	238	False	True
Q14160	Homo sapiens	Metazoa	1655	False	False
Q8IUH5	Homo sapiens	Metazoa	632	False	False
O94850	Homo sapiens	Metazoa	711	False	False
Q3SYG4	Homo sapiens	Metazoa	887	False	False
Q8TBE7	Homo sapiens	Metazoa	412	False	False
Q9NZA1	Homo sapiens	Metazoa	410	False	False
Q9Y4P9	Homo sapiens	Metazoa	236	False	False
Q9Y5B8	Homo sapiens	Metazoa	376	False	False
P15280	Oryza sativa subsp. japonica	Viridiplantae	514	False	False
Q9FFR3	Arabidopsis thaliana	Viridiplantae	487	False	False
Q9SI64	Arabidopsis thaliana	Viridiplantae	702	False	False
F4JXF1	Arabidopsis thaliana	Viridiplantae	581	False	False
P31378	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	399	False	False
Q9FVV7	Arabidopsis thaliana	Viridiplantae	176	False	False
Q9Y6D9	Homo sapiens	Metazoa	718	False	False
Q6PJW8	Homo sapiens	Metazoa	725	False	False
Q9SH69	Arabidopsis thaliana	Viridiplantae	487	False	False
Q5JVS0	Homo sapiens	Metazoa	413	False	False
Q9Y2D8	Homo sapiens	Metazoa	614	False	False
F4HZG9	Arabidopsis thaliana	Viridiplantae	493	False	False
P23196	Bos taurus	Metazoa	318	False	False
P32333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1867	False	False
P36146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502	False	False
P48376	Caenorhabditis elegans	Metazoa	187	False	False
Q99P21	Mus musculus	Metazoa	515	False	False
Q9NPB6	Homo sapiens	Metazoa	346	False	False
Q9H8V3	Homo sapiens	Metazoa	914	False	False
P05066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	565	False	False
Q9XI00	Arabidopsis thaliana	Viridiplantae	328	False	False
Q5VYK3	Homo sapiens	Metazoa	1845	False	False
Q9Y6D6	Homo sapiens	Metazoa	1849	False	False
P62491	Homo sapiens	Metazoa	216	False	False
Q96P48	Homo sapiens	Metazoa	1450	False	False
Q05397	Homo sapiens	Metazoa	1052	False	False
P10114	Homo sapiens	Metazoa	183	False	False
Q5T9L3	Homo sapiens	Metazoa	541	False	False
Q92974	Homo sapiens	Metazoa	986	False	False
O23141	Arabidopsis thaliana	Viridiplantae	711	False	False
P42737	Arabidopsis thaliana	Viridiplantae	331	False	False
Q5VT06	Homo sapiens	Metazoa	3117	False	False
P51955	Homo sapiens	Metazoa	445	False	False
Q9BW27	Homo sapiens	Metazoa	656	False	False
O75970	Homo sapiens	Metazoa	2070	False	False
P49768	Homo sapiens	Metazoa	467	False	True
P51790	Homo sapiens	Metazoa	818	False	False
Q01628	Homo sapiens	Metazoa	133	False	False
Q86VI4	Homo sapiens	Metazoa	317	False	False
Q9Y5X1	Homo sapiens	Metazoa	595	False	False
P12689	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	985	False	False
Q06630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226	False	False
Q12208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290	False	False
Q5SGE0	Rattus norvegicus	Metazoa	1392	False	False
Q80SX8	Mus musculus	Metazoa	650	False	False
Q923X4	Mus musculus	Metazoa	156	False	False
P27487	Homo sapiens	Metazoa	766	False	False
Q9Y6A4	Homo sapiens	Metazoa	193	False	False
P15311	Homo sapiens	Metazoa	586	False	False
Q10589	Homo sapiens	Metazoa	180	False	False
Q9Y2E8	Homo sapiens	Metazoa	581	False	True
O75340	Homo sapiens	Metazoa	191	False	False
O75665	Homo sapiens	Metazoa	1012	False	False
O44476	Caenorhabditis elegans	Metazoa	833	False	False
P04819	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	755	False	False
P34111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1160	False	False
P43138	Rattus norvegicus	Metazoa	317	False	False
Q9Y5X3	Homo sapiens	Metazoa	404	False	False
O14495	Homo sapiens	Metazoa	311	False	True
Q14203	Homo sapiens	Metazoa	1278	False	False
Q13618	Homo sapiens	Metazoa	768	False	False
Q9NZI8	Homo sapiens	Metazoa	577	False	False
Q9BZH6	Homo sapiens	Metazoa	1224	False	False
O75844	Homo sapiens	Metazoa	475	False	True
Q13563	Homo sapiens	Metazoa	968	False	False
Q6ZU64	Homo sapiens	Metazoa	1925	False	False
Q00613	Homo sapiens	Metazoa	529	False	False
Q5FBB7	Homo sapiens	Metazoa	561	False	False
Q86YF9	Homo sapiens	Metazoa	867	False	False
P03968	Bos taurus	Metazoa	155	False	False
Q91XW8	Mus musculus	Metazoa	327	False	False
P29590	Homo sapiens	Metazoa	882	False	False
Q6P2H3	Homo sapiens	Metazoa	762	False	False
Q8TEH3	Homo sapiens	Metazoa	1009	False	False
Q14940	Homo sapiens	Metazoa	896	False	False
Q9HBI1	Homo sapiens	Metazoa	364	False	False
O75110	Homo sapiens	Metazoa	1047	False	True
P33760	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1030	False	False
P12270	Homo sapiens	Metazoa	2363	False	False
Q9Y3M2	Homo sapiens	Metazoa	126	False	False
Q8TDD5	Homo sapiens	Metazoa	553	False	True
Q9ULV4	Homo sapiens	Metazoa	474	False	False
Q96A70	Homo sapiens	Metazoa	460	False	False
Q5S007	Homo sapiens	Metazoa	2527	False	False
P51153	Homo sapiens	Metazoa	203	False	False
Q99816	Homo sapiens	Metazoa	390	False	False
P36405	Homo sapiens	Metazoa	182	False	False
Q96EZ8	Homo sapiens	Metazoa	462	False	False
P24004	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1043	False	False
Q8N3F8	Homo sapiens	Metazoa	863	False	False
O75122	Homo sapiens	Metazoa	1294	False	False
O95271	Homo sapiens	Metazoa	1327	False	False
Q06787	Homo sapiens	Metazoa	632	False	False
Q13286	Homo sapiens	Metazoa	438	False	True
Q9VMD0	Drosophila melanogaster	Metazoa	1659	False	False
Q03001	Homo sapiens	Metazoa	7570	False	False
Q96RQ1	Homo sapiens	Metazoa	377	False	True
P61006	Homo sapiens	Metazoa	207	False	False
Q9GZV3	Homo sapiens	Metazoa	580	False	True
O43805	Homo sapiens	Metazoa	119	False	False
Q14511	Homo sapiens	Metazoa	834	False	False
Q00839	Homo sapiens	Metazoa	825	False	False
Q8TD08	Homo sapiens	Metazoa	544	False	False
P07170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222	False	False
P42676	Rattus norvegicus	Metazoa	704	False	False
