Accession	Organism	Kingdom	Sequence length	transmembrane_term
Q9UMX3	212	Homo sapiens	Metazoa	False
Q9Y5Z9	338	Homo sapiens	Metazoa	True
Q61425	314	Mus musculus	Metazoa	False
O23627	729	Arabidopsis thaliana	Viridiplantae	False
Q7KTX7	482	Drosophila melanogaster	Metazoa	False
Q8VHK9	1001	Mus musculus	Metazoa	False
Q9VAW5	1673	Drosophila melanogaster	Metazoa	False
O94826	608	Homo sapiens	Metazoa	True
P18859	108	Homo sapiens	Metazoa	False
Q15388	145	Homo sapiens	Metazoa	True
Q16134	617	Homo sapiens	Metazoa	False
Q6P4A7	337	Homo sapiens	Metazoa	False
Q8TD22	340	Homo sapiens	Metazoa	False
Q92934	168	Homo sapiens	Metazoa	False
Q96B49	74	Homo sapiens	Metazoa	False
Q96ER9	411	Homo sapiens	Metazoa	False
Q99595	171	Homo sapiens	Metazoa	True
Q9NWR8	336	Homo sapiens	Metazoa	False
Q9Y2Z9	468	Homo sapiens	Metazoa	False
Q9Y6C9	303	Homo sapiens	Metazoa	False
O00746	187	Homo sapiens	Metazoa	False
Q9Y241	93	Homo sapiens	Metazoa	True
P41250	739	Homo sapiens	Metazoa	False
O15027	2357	Homo sapiens	Metazoa	False
Q8WV41	574	Homo sapiens	Metazoa	False
Q96L92	541	Homo sapiens	Metazoa	False
P08238	724	Homo sapiens	Metazoa	False
P02686	304	Homo sapiens	Metazoa	False
Q9Y446	797	Homo sapiens	Metazoa	False
Q14444	709	Homo sapiens	Metazoa	False
Q96BS2	214	Homo sapiens	Metazoa	False
A0A0B4J2F0	54	Homo sapiens	Metazoa	True
O95202	739	Homo sapiens	Metazoa	False
O95563	127	Homo sapiens	Metazoa	True
O95847	323	Homo sapiens	Metazoa	False
P0CG47	229	Homo sapiens	Metazoa	False
P12235	298	Homo sapiens	Metazoa	False
Q5RI15	118	Homo sapiens	Metazoa	True
Q70CQ3	517	Homo sapiens	Metazoa	True
Q7L4E1	593	Homo sapiens	Metazoa	True
Q8N5G0	67	Homo sapiens	Metazoa	True
Q8N8R3	303	Homo sapiens	Metazoa	False
Q96E52	524	Homo sapiens	Metazoa	False
Q9BU61	184	Homo sapiens	Metazoa	False
Q9BWH2	189	Homo sapiens	Metazoa	True
Q9H9B4	322	Homo sapiens	Metazoa	False
Q9NVA1	299	Homo sapiens	Metazoa	False
Q9P0S2	106	Homo sapiens	Metazoa	True
Q9Y267	594	Homo sapiens	Metazoa	True
Q9Y276	419	Homo sapiens	Metazoa	True
P10415	239	Homo sapiens	Metazoa	False
B3DMA2	779	Rattus norvegicus	Metazoa	False
O24174	505	Oryza sativa subsp. japonica	Viridiplantae	False
P07896	722	Rattus norvegicus	Metazoa	False
P16163	352	Drosophila melanogaster	Metazoa	False
P29340	183	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q10CE4	369	Oryza sativa subsp. japonica	Viridiplantae	False
Q56YA5	401	Arabidopsis thaliana	Viridiplantae	False
Q6Z965	394	Oryza sativa subsp. japonica	Viridiplantae	False
Q84P21	546	Arabidopsis thaliana	Viridiplantae	False
Q84P23	562	Arabidopsis thaliana	Viridiplantae	False
Q84P24	566	Arabidopsis thaliana	Viridiplantae	False
Q84VV6	146	Arabidopsis thaliana	Viridiplantae	False
Q8LKS5	700	Arabidopsis thaliana	Viridiplantae	False
Q94AT3	378	Arabidopsis thaliana	Viridiplantae	False
Q9DBA6	568	Mus musculus	Metazoa	False
Q9SKX5	490	Arabidopsis thaliana	Viridiplantae	False
Q9WV68	292	Mus musculus	Metazoa	False
P30536	169	Homo sapiens	Metazoa	False
Q12887	443	Homo sapiens	Metazoa	False
Q14318	412	Homo sapiens	Metazoa	False
P40305	122	Homo sapiens	Metazoa	True
P07948	512	Homo sapiens	Metazoa	False
O15357	1258	Homo sapiens	Metazoa	False
P63000	192	Homo sapiens	Metazoa	False
Q92681	617	Homo sapiens	Metazoa	False
Q8GUM2	682	Arabidopsis thaliana	Viridiplantae	False
P17706	415	Homo sapiens	Metazoa	False
P03928	68	Homo sapiens	Metazoa	True
Q8IUX1	230	Homo sapiens	Metazoa	True
O75131	537	Homo sapiens	Metazoa	False
P05496	136	Homo sapiens	Metazoa	True
P48201	142	Homo sapiens	Metazoa	True
Q06055	141	Homo sapiens	Metazoa	True
Q9NPL8	285	Homo sapiens	Metazoa	True
Q9BZD2	475	Homo sapiens	Metazoa	True
Q93008	2554	Homo sapiens	Metazoa	False
P23396	243	Homo sapiens	Metazoa	False
A9UHW6	222	Homo sapiens	Metazoa	False
O14503	412	Homo sapiens	Metazoa	False
O14519	115	Homo sapiens	Metazoa	False
O14979	420	Homo sapiens	Metazoa	False
O15111	745	Homo sapiens	Metazoa	False
O15169	862	Homo sapiens	Metazoa	False
O43598	174	Homo sapiens	Metazoa	False
O43719	755	Homo sapiens	Metazoa	False
O43913	435	Homo sapiens	Metazoa	False
O60264	1052	Homo sapiens	Metazoa	False
O60315	1214	Homo sapiens	Metazoa	False
O60502	916	Homo sapiens	Metazoa	False
O60814	126	Homo sapiens	Metazoa	False
O60941	627	Homo sapiens	Metazoa	False
O75344	327	Homo sapiens	Metazoa	False
O75367	369	Homo sapiens	Metazoa	False
O75679	317	Homo sapiens	Metazoa	False
O75956	126	Homo sapiens	Metazoa	False
O76075	338	Homo sapiens	Metazoa	False
O94993	753	Homo sapiens	Metazoa	False
O95260	518	Homo sapiens	Metazoa	False
O95905	644	Homo sapiens	Metazoa	False
P04080	98	Homo sapiens	Metazoa	False
P05204	90	Homo sapiens	Metazoa	False
P06899	126	Homo sapiens	Metazoa	False
P07305	194	Homo sapiens	Metazoa	False
P09038	288	Homo sapiens	Metazoa	False
P0C0S8	130	Homo sapiens	Metazoa	False
P0C5Z0	115	Homo sapiens	Metazoa	False
P0C870	316	Homo sapiens	Metazoa	False
P10276	462	Homo sapiens	Metazoa	False
P11308	479	Homo sapiens	Metazoa	False
P13489	461	Homo sapiens	Metazoa	False
P16989	372	Homo sapiens	Metazoa	False
P17096	107	Homo sapiens	Metazoa	False
P17676	345	Homo sapiens	Metazoa	False
P20618	241	Homo sapiens	Metazoa	False
P21127	795	Homo sapiens	Metazoa	False
P25440	801	Homo sapiens	Metazoa	False
P25788	255	Homo sapiens	Metazoa	False
P26447	101	Homo sapiens	Metazoa	False
P28370	1042	Homo sapiens	Metazoa	False
P30281	292	Homo sapiens	Metazoa	False
P31269	272	Homo sapiens	Metazoa	False
P31941	199	Homo sapiens	Metazoa	False
P31949	105	Homo sapiens	Metazoa	False
P33778	126	Homo sapiens	Metazoa	False
P38935	993	Homo sapiens	Metazoa	False
P42224	750	Homo sapiens	Metazoa	False
P42685	505	Homo sapiens	Metazoa	False
P46934	1319	Homo sapiens	Metazoa	False
P49137	400	Homo sapiens	Metazoa	False
P49842	254	Homo sapiens	Metazoa	False
P51617	712	Homo sapiens	Metazoa	False
P51817	358	Homo sapiens	Metazoa	False
P53804	2025	Homo sapiens	Metazoa	False
P54845	237	Homo sapiens	Metazoa	False
P55263	362	Homo sapiens	Metazoa	False
P55273	166	Homo sapiens	Metazoa	False
P55854	103	Homo sapiens	Metazoa	False
P56645	1201	Homo sapiens	Metazoa	False
P57075	661	Homo sapiens	Metazoa	False
P58876	126	Homo sapiens	Metazoa	False
P61088	152	Homo sapiens	Metazoa	False
P62952	87	Homo sapiens	Metazoa	True
P68036	154	Homo sapiens	Metazoa	False
P68543	259	Homo sapiens	Metazoa	False
P84243	136	Homo sapiens	Metazoa	False
Q00341	1268	Homo sapiens	Metazoa	False
Q01534	308	Homo sapiens	Metazoa	False
Q01892	262	Homo sapiens	Metazoa	False
Q04741	290	Homo sapiens	Metazoa	False
Q09161	790	Homo sapiens	Metazoa	False
Q0PNE2	266	Homo sapiens	Metazoa	False
Q0VD86	236	Homo sapiens	Metazoa	False
Q12830	3046	Homo sapiens	Metazoa	False
Q12888	1972	Homo sapiens	Metazoa	False
Q12899	539	Homo sapiens	Metazoa	False
Q13043	487	Homo sapiens	Metazoa	False
Q13117	558	Homo sapiens	Metazoa	False
Q13309	424	Homo sapiens	Metazoa	False
Q13485	552	Homo sapiens	Metazoa	False
Q13489	604	Homo sapiens	Metazoa	False
Q13769	683	Homo sapiens	Metazoa	False
Q14140	314	Homo sapiens	Metazoa	False
Q14493	270	Homo sapiens	Metazoa	False
Q14566	821	Homo sapiens	Metazoa	False
Q14738	602	Homo sapiens	Metazoa	False
Q14CZ0	275	Homo sapiens	Metazoa	False
Q15319	338	Homo sapiens	Metazoa	False
Q15326	602	Homo sapiens	Metazoa	False
Q15366	365	Homo sapiens	Metazoa	False
Q15418	735	Homo sapiens	Metazoa	False
Q16629	238	Homo sapiens	Metazoa	False
Q16665	826	Homo sapiens	Metazoa	False
Q16777	129	Homo sapiens	Metazoa	False
Q53ET0	693	Homo sapiens	Metazoa	False
Q53QV2	105	Homo sapiens	Metazoa	False
Q56P42	97	Homo sapiens	Metazoa	False
Q5H9R7	873	Homo sapiens	Metazoa	False
Q5QNW6	126	Homo sapiens	Metazoa	False
Q5TA45	600	Homo sapiens	Metazoa	False
Q5TCS8	1911	Homo sapiens	Metazoa	False
Q68E01	1043	Homo sapiens	Metazoa	False
Q6DN90	963	Homo sapiens	Metazoa	False
Q6FI13	130	Homo sapiens	Metazoa	False
Q6IBW4	605	Homo sapiens	Metazoa	False
Q6ICB0	168	Homo sapiens	Metazoa	False
Q6P2D8	792	Homo sapiens	Metazoa	False
Q6PGP7	1564	Homo sapiens	Metazoa	False
Q6PJG6	821	Homo sapiens	Metazoa	False
Q6RFH8	374	Homo sapiens	Metazoa	False
Q6ZRQ5	1243	Homo sapiens	Metazoa	False
Q71DI3	136	Homo sapiens	Metazoa	False
Q7L7L0	130	Homo sapiens	Metazoa	False
Q7RTN6	431	Homo sapiens	Metazoa	False
Q7Z3Z4	852	Homo sapiens	Metazoa	False
Q86TU7	594	Homo sapiens	Metazoa	False
Q86UY6	237	Homo sapiens	Metazoa	False
Q86W50	562	Homo sapiens	Metazoa	False
Q8IUQ4	282	Homo sapiens	Metazoa	False
Q8IYR2	804	Homo sapiens	Metazoa	False
Q8N488	228	Homo sapiens	Metazoa	False
Q8NAG6	615	Homo sapiens	Metazoa	False
Q8NB14	1042	Homo sapiens	Metazoa	False
Q8NB78	822	Homo sapiens	Metazoa	False
Q8NE09	1264	Homo sapiens	Metazoa	False
Q8NEZ5	403	Homo sapiens	Metazoa	False
Q8TCY9	931	Homo sapiens	Metazoa	False
Q8TE02	300	Homo sapiens	Metazoa	False
Q8TF63	244	Homo sapiens	Metazoa	False
Q8WUF5	828	Homo sapiens	Metazoa	False
Q8WUI4	952	Homo sapiens	Metazoa	False
Q92630	601	Homo sapiens	Metazoa	False
Q92945	711	Homo sapiens	Metazoa	False
Q96B26	276	Homo sapiens	Metazoa	False
Q96DN6	1003	Homo sapiens	Metazoa	False
Q96EK4	314	Homo sapiens	Metazoa	False
Q96GN5	454	Homo sapiens	Metazoa	False
Q96KQ4	1090	Homo sapiens	Metazoa	False
Q96LD4	638	Homo sapiens	Metazoa	False
Q96LI6	401	Homo sapiens	Metazoa	False
Q96MB7	349	Homo sapiens	Metazoa	False
Q99490	1192	Homo sapiens	Metazoa	False
Q99593	518	Homo sapiens	Metazoa	False
Q99615	494	Homo sapiens	Metazoa	False
Q99729	332	Homo sapiens	Metazoa	False
Q99733	375	Homo sapiens	Metazoa	False
Q99836	296	Homo sapiens	Metazoa	False
Q99966	193	Homo sapiens	Metazoa	False
Q9BT23	127	Homo sapiens	Metazoa	False
Q9BVN2	902	Homo sapiens	Metazoa	False
Q9BWT1	371	Homo sapiens	Metazoa	False
Q9BWU0	742	Homo sapiens	Metazoa	False
Q9BZG8	438	Homo sapiens	Metazoa	False
Q9BZZ5	524	Homo sapiens	Metazoa	False
Q9GZS3	305	Homo sapiens	Metazoa	False
Q9GZZ1	169	Homo sapiens	Metazoa	False
Q9H040	489	Homo sapiens	Metazoa	False
Q9H063	256	Homo sapiens	Metazoa	False
Q9H0A8	199	Homo sapiens	Metazoa	False
Q9H0E7	712	Homo sapiens	Metazoa	False
Q9H1E3	243	Homo sapiens	Metazoa	False
Q9H3K6	86	Homo sapiens	Metazoa	False
Q9HAV4	1204	Homo sapiens	Metazoa	False
Q9HB71	228	Homo sapiens	Metazoa	False
Q9NPJ8	142	Homo sapiens	Metazoa	False
Q9NQR1	393	Homo sapiens	Metazoa	False
Q9NR90	486	Homo sapiens	Metazoa	False
Q9NS73	344	Homo sapiens	Metazoa	False
Q9NUK0	354	Homo sapiens	Metazoa	False
Q9NWM0	555	Homo sapiens	Metazoa	False
Q9NWU2	228	Homo sapiens	Metazoa	False
Q9NWV8	329	Homo sapiens	Metazoa	False
Q9NWZ5	548	Homo sapiens	Metazoa	False
Q9NX08	183	Homo sapiens	Metazoa	False
Q9NX55	121	Homo sapiens	Metazoa	False
Q9NYG5	84	Homo sapiens	Metazoa	False
Q9P0M6	372	Homo sapiens	Metazoa	False
Q9P0R6	139	Homo sapiens	Metazoa	False
Q9P127	313	Homo sapiens	Metazoa	False
Q9UBW8	275	Homo sapiens	Metazoa	False
Q9UGK8	458	Homo sapiens	Metazoa	False
Q9UGP5	575	Homo sapiens	Metazoa	False
Q9UH92	298	Homo sapiens	Metazoa	False
Q9UIA9	1087	Homo sapiens	Metazoa	False
Q9UJQ4	1053	Homo sapiens	Metazoa	False
Q9UK73	627	Homo sapiens	Metazoa	False
Q9UKK6	140	Homo sapiens	Metazoa	False
Q9ULR3	514	Homo sapiens	Metazoa	False
Q9UNE7	303	Homo sapiens	Metazoa	False
Q9UNS2	423	Homo sapiens	Metazoa	False
Q9UPR3	1016	Homo sapiens	Metazoa	False
Q9UQ88	783	Homo sapiens	Metazoa	False
Q9Y252	685	Homo sapiens	Metazoa	False
Q9Y2B4	290	Homo sapiens	Metazoa	False
Q9Y2M2	375	Homo sapiens	Metazoa	False
Q9Y2W2	641	Homo sapiens	Metazoa	False
Q9Y3V2	267	Homo sapiens	Metazoa	False
Q9Y508	228	Homo sapiens	Metazoa	False
Q9Y5Z7	792	Homo sapiens	Metazoa	False
Q9Y692	573	Homo sapiens	Metazoa	False
Q9Y6K9	419	Homo sapiens	Metazoa	False
O75608	230	Homo sapiens	Metazoa	False
Q562E7	1941	Homo sapiens	Metazoa	False
P08631	526	Homo sapiens	Metazoa	False
P93736	1108	Arabidopsis thaliana	Viridiplantae	False
O60716	968	Homo sapiens	Metazoa	False
P06703	90	Homo sapiens	Metazoa	False
Q13585	617	Homo sapiens	Metazoa	False
P04637	393	Homo sapiens	Metazoa	False
Q8IWA4	741	Homo sapiens	Metazoa	False
Q9NVT9	282	Homo sapiens	Metazoa	False
P29353	583	Homo sapiens	Metazoa	False
H0YL14	139	Homo sapiens	Metazoa	True
O00482	541	Homo sapiens	Metazoa	False
O14818	248	Homo sapiens	Metazoa	False
O15287	622	Homo sapiens	Metazoa	False
O43809	227	Homo sapiens	Metazoa	False
O60885	1362	Homo sapiens	Metazoa	False
O75677	317	Homo sapiens	Metazoa	False
O75832	226	Homo sapiens	Metazoa	False
O94761	1208	Homo sapiens	Metazoa	False
O95149	360	Homo sapiens	Metazoa	False
O95163	1332	Homo sapiens	Metazoa	False
O95273	360	Homo sapiens	Metazoa	False
O95503	412	Homo sapiens	Metazoa	False
O95863	264	Homo sapiens	Metazoa	False
P02533	472	Homo sapiens	Metazoa	False
P05388	317	Homo sapiens	Metazoa	False
P13631	454	Homo sapiens	Metazoa	False
P13639	858	Homo sapiens	Metazoa	False
P15531	152	Homo sapiens	Metazoa	False
P15822	2718	Homo sapiens	Metazoa	False
P16401	226	Homo sapiens	Metazoa	False
P16403	213	Homo sapiens	Metazoa	False
P18615	380	Homo sapiens	Metazoa	False
P20671	130	Homo sapiens	Metazoa	False
P25787	234	Homo sapiens	Metazoa	False
P25963	317	Homo sapiens	Metazoa	False
P27708	2225	Homo sapiens	Metazoa	False
P31944	242	Homo sapiens	Metazoa	False
P35226	326	Homo sapiens	Metazoa	False
P35520	551	Homo sapiens	Metazoa	False
P35638	169	Homo sapiens	Metazoa	False
P40692	756	Homo sapiens	Metazoa	False
P41218	407	Homo sapiens	Metazoa	False
P41226	1012	Homo sapiens	Metazoa	False
P42568	568	Homo sapiens	Metazoa	False
P43246	934	Homo sapiens	Metazoa	False
P48426	406	Homo sapiens	Metazoa	False
P48595	397	Homo sapiens	Metazoa	False
P49720	205	Homo sapiens	Metazoa	False
P51003	745	Homo sapiens	Metazoa	False
P51610	2035	Homo sapiens	Metazoa	False
P52298	156	Homo sapiens	Metazoa	False
P56693	466	Homo sapiens	Metazoa	False
P57059	783	Homo sapiens	Metazoa	False
P61960	85	Homo sapiens	Metazoa	False
P62312	80	Homo sapiens	Metazoa	False
P62877	108	Homo sapiens	Metazoa	False
P78356	416	Homo sapiens	Metazoa	False
P78545	371	Homo sapiens	Metazoa	False
P85037	733	Homo sapiens	Metazoa	False
Q00532	357	Homo sapiens	Metazoa	False
Q00978	393	Homo sapiens	Metazoa	False
Q02556	426	Homo sapiens	Metazoa	False
Q03468	1493	Homo sapiens	Metazoa	False
Q04206	551	Homo sapiens	Metazoa	False
Q13127	1097	Homo sapiens	Metazoa	False
Q13363	440	Homo sapiens	Metazoa	False
Q13469	925	Homo sapiens	Metazoa	False
Q13541	118	Homo sapiens	Metazoa	False
Q14103	355	Homo sapiens	Metazoa	False
Q14145	624	Homo sapiens	Metazoa	False
Q14397	625	Homo sapiens	Metazoa	False
Q14676	2089	Homo sapiens	Metazoa	False
Q147X3	362	Homo sapiens	Metazoa	False
Q15306	451	Homo sapiens	Metazoa	False
Q15466	257	Homo sapiens	Metazoa	False
Q15796	467	Homo sapiens	Metazoa	False
Q15797	465	Homo sapiens	Metazoa	False
Q16186	407	Homo sapiens	Metazoa	False
Q32MZ4	808	Homo sapiens	Metazoa	False
Q3KRA9	238	Homo sapiens	Metazoa	False
Q53H47	684	Homo sapiens	Metazoa	False
Q56A73	249	Homo sapiens	Metazoa	False
Q56NI9	601	Homo sapiens	Metazoa	False
Q5PRF9	694	Homo sapiens	Metazoa	False
Q5T2D3	398	Homo sapiens	Metazoa	False
Q5TAQ9	597	Homo sapiens	Metazoa	False
Q6ISB3	625	Homo sapiens	Metazoa	False
Q6PRD7	247	Homo sapiens	Metazoa	False
Q6UUV7	619	Homo sapiens	Metazoa	False
Q6W0C5	159	Homo sapiens	Metazoa	False
Q86T82	979	Homo sapiens	Metazoa	False
Q86UW9	622	Homo sapiens	Metazoa	False
Q86V97	674	Homo sapiens	Metazoa	False
Q86YL5	185	Homo sapiens	Metazoa	False
Q8IUR7	673	Homo sapiens	Metazoa	False
Q8IW41	473	Homo sapiens	Metazoa	False
Q8IWL8	128	Homo sapiens	Metazoa	False
Q8IY22	773	Homo sapiens	Metazoa	False
Q8IYX4	353	Homo sapiens	Metazoa	False
Q8N1G0	1237	Homo sapiens	Metazoa	False
Q8N684	471	Homo sapiens	Metazoa	False
Q8NA42	475	Homo sapiens	Metazoa	False
Q8NBA8	298	Homo sapiens	Metazoa	False
Q8TBE0	780	Homo sapiens	Metazoa	False
Q8TDG4	1101	Homo sapiens	Metazoa	False
Q8WXI3	467	Homo sapiens	Metazoa	False
Q8WY54	755	Homo sapiens	Metazoa	False
Q92466	427	Homo sapiens	Metazoa	False
Q92748	146	Homo sapiens	Metazoa	False
Q92913	245	Homo sapiens	Metazoa	False
Q92973	898	Homo sapiens	Metazoa	False
Q92985	503	Homo sapiens	Metazoa	False
Q969S8	669	Homo sapiens	Metazoa	False
Q96AP4	578	Homo sapiens	Metazoa	False
Q96BW1	309	Homo sapiens	Metazoa	False
Q96DU7	683	Homo sapiens	Metazoa	False
Q96EB1	424	Homo sapiens	Metazoa	False
Q96EV2	1170	Homo sapiens	Metazoa	False
Q96FX2	82	Homo sapiens	Metazoa	False
Q96GG9	259	Homo sapiens	Metazoa	False
Q96HR8	494	Homo sapiens	Metazoa	False
Q96IU4	210	Homo sapiens	Metazoa	False
Q96P70	1041	Homo sapiens	Metazoa	False
Q96PU4	802	Homo sapiens	Metazoa	False
Q96QC0	940	Homo sapiens	Metazoa	False
Q96RN5	788	Homo sapiens	Metazoa	False
Q96RS6	583	Homo sapiens	Metazoa	False
Q96S44	253	Homo sapiens	Metazoa	False
Q96SW2	442	Homo sapiens	Metazoa	False
Q99436	277	Homo sapiens	Metazoa	False
Q99502	592	Homo sapiens	Metazoa	False
Q99856	593	Homo sapiens	Metazoa	False
Q99878	128	Homo sapiens	Metazoa	False
Q99880	126	Homo sapiens	Metazoa	False
Q9BTL4	223	Homo sapiens	Metazoa	False
Q9BVW5	301	Homo sapiens	Metazoa	False
Q9BXJ9	866	Homo sapiens	Metazoa	False
Q9BZI7	483	Homo sapiens	Metazoa	False
Q9C0K7	418	Homo sapiens	Metazoa	False
Q9H1J1	476	Homo sapiens	Metazoa	False
Q9H422	1215	Homo sapiens	Metazoa	False
Q9H4B6	383	Homo sapiens	Metazoa	False
Q9H6Z4	567	Homo sapiens	Metazoa	False
Q9H7B4	428	Homo sapiens	Metazoa	False
Q9H8W5	580	Homo sapiens	Metazoa	False
Q9HB75	910	Homo sapiens	Metazoa	False
Q9NUW8	608	Homo sapiens	Metazoa	False
Q9NV88	658	Homo sapiens	Metazoa	False
Q9NVM9	706	Homo sapiens	Metazoa	False
Q9NWY4	346	Homo sapiens	Metazoa	False
Q9NXL9	1143	Homo sapiens	Metazoa	False
Q9NYF0	836	Homo sapiens	Metazoa	False
Q9NZN9	384	Homo sapiens	Metazoa	False
Q9P1Z0	1013	Homo sapiens	Metazoa	False
Q9P1Z2	691	Homo sapiens	Metazoa	False
Q9UBD5	711	Homo sapiens	Metazoa	False
Q9UBS0	482	Homo sapiens	Metazoa	False
Q9UBZ4	518	Homo sapiens	Metazoa	False
Q9UET6	329	Homo sapiens	Metazoa	False
Q9UFF9	292	Homo sapiens	Metazoa	False
Q9UHB7	1163	Homo sapiens	Metazoa	False
Q9UNS1	1208	Homo sapiens	Metazoa	False
Q9UNY4	1162	Homo sapiens	Metazoa	False
Q9UPE1	567	Homo sapiens	Metazoa	False
Q9UPW5	1226	Homo sapiens	Metazoa	False
Q9Y232	598	Homo sapiens	Metazoa	False
Q9Y2I8	494	Homo sapiens	Metazoa	False
Q9Y2T7	364	Homo sapiens	Metazoa	False
Q9Y314	301	Homo sapiens	Metazoa	False
Q9Y3F4	350	Homo sapiens	Metazoa	False
Q9Y3I0	505	Homo sapiens	Metazoa	False
Q9Y616	596	Homo sapiens	Metazoa	False
Q9BUK6	570	Homo sapiens	Metazoa	False
P52824	942	Homo sapiens	Metazoa	False
Q7L5Y9	396	Homo sapiens	Metazoa	False
P07195	334	Homo sapiens	Metazoa	False
O15105	426	Homo sapiens	Metazoa	False
O15350	636	Homo sapiens	Metazoa	False
O43255	324	Homo sapiens	Metazoa	False
O43396	289	Homo sapiens	Metazoa	False
O60285	661	Homo sapiens	Metazoa	False
O60516	100	Homo sapiens	Metazoa	False
O60674	1132	Homo sapiens	Metazoa	False
O75179	2603	Homo sapiens	Metazoa	False
O75582	802	Homo sapiens	Metazoa	False
O94916	1531	Homo sapiens	Metazoa	False
O94992	359	Homo sapiens	Metazoa	False
O95376	493	Homo sapiens	Metazoa	False
O95644	943	Homo sapiens	Metazoa	False
P00441	154	Homo sapiens	Metazoa	False
P02489	173	Homo sapiens	Metazoa	False
P05114	100	Homo sapiens	Metazoa	False
P09651	372	Homo sapiens	Metazoa	False
P0C0S5	128	Homo sapiens	Metazoa	False
P0C2W1	286	Homo sapiens	Metazoa	False
P0C5Y9	115	Homo sapiens	Metazoa	False
P11473	427	Homo sapiens	Metazoa	False
P14618	531	Homo sapiens	Metazoa	False
P16104	143	Homo sapiens	Metazoa	False
P18887	633	Homo sapiens	Metazoa	False
P19838	968	Homo sapiens	Metazoa	False
P20839	514	Homo sapiens	Metazoa	False
P23527	126	Homo sapiens	Metazoa	False
P26232	953	Homo sapiens	Metazoa	False
P28072	239	Homo sapiens	Metazoa	False
P28074	263	Homo sapiens	Metazoa	False
P28702	533	Homo sapiens	Metazoa	False
P29144	1249	Homo sapiens	Metazoa	False
P31350	389	Homo sapiens	Metazoa	False
P35869	848	Homo sapiens	Metazoa	False
P37231	505	Homo sapiens	Metazoa	False
P43354	598	Homo sapiens	Metazoa	False
P46527	198	Homo sapiens	Metazoa	False
P47974	494	Homo sapiens	Metazoa	False
P49427	236	Homo sapiens	Metazoa	False
P49588	968	Homo sapiens	Metazoa	False
P49591	514	Homo sapiens	Metazoa	False
P52630	851	Homo sapiens	Metazoa	False
P54577	528	Homo sapiens	Metazoa	False
P55039	364	Homo sapiens	Metazoa	False
P56524	1084	Homo sapiens	Metazoa	False
P60002	83	Homo sapiens	Metazoa	False
P60323	173	Homo sapiens	Metazoa	False
P61599	178	Homo sapiens	Metazoa	False
P62807	126	Homo sapiens	Metazoa	False
P62861	133	Homo sapiens	Metazoa	False
Q01469	135	Homo sapiens	Metazoa	False
Q01804	1114	Homo sapiens	Metazoa	False
Q03933	536	Homo sapiens	Metazoa	False
Q06330	500	Homo sapiens	Metazoa	False
Q06416	359	Homo sapiens	Metazoa	False
Q12778	655	Homo sapiens	Metazoa	False
Q13112	559	Homo sapiens	Metazoa	False
Q14587	947	Homo sapiens	Metazoa	False
Q14674	2120	Homo sapiens	Metazoa	False
Q14934	902	Homo sapiens	Metazoa	False
Q15649	155	Homo sapiens	Metazoa	False
Q16082	182	Homo sapiens	Metazoa	False
Q16526	586	Homo sapiens	Metazoa	False
Q16778	126	Homo sapiens	Metazoa	False
Q3YEC7	729	Homo sapiens	Metazoa	False
Q4AE62	458	Homo sapiens	Metazoa	False
Q52LJ0	433	Homo sapiens	Metazoa	False
Q59H18	835	Homo sapiens	Metazoa	False
Q5FWF4	1079	Homo sapiens	Metazoa	False
Q5FWF5	840	Homo sapiens	Metazoa	False
Q5HYK7	790	Homo sapiens	Metazoa	False
Q5VTB9	566	Homo sapiens	Metazoa	False
Q5VZV1	264	Homo sapiens	Metazoa	False
Q6I9Y2	204	Homo sapiens	Metazoa	False
Q6IQ49	451	Homo sapiens	Metazoa	False
Q6PCT2	694	Homo sapiens	Metazoa	False
Q6PI77	547	Homo sapiens	Metazoa	False
Q6PID8	442	Homo sapiens	Metazoa	False
Q6QN14	398	Homo sapiens	Metazoa	False
Q6U7Q0	402	Homo sapiens	Metazoa	False
Q7Z4G1	85	Homo sapiens	Metazoa	False
Q7Z7F0	614	Homo sapiens	Metazoa	False
Q86SG3	579	Homo sapiens	Metazoa	False
Q86T24	672	Homo sapiens	Metazoa	False
Q86V20	835	Homo sapiens	Metazoa	False
Q86WJ1	897	Homo sapiens	Metazoa	False
Q86XK2	927	Homo sapiens	Metazoa	False
Q8IUH3	476	Homo sapiens	Metazoa	False
Q8IWY9	1227	Homo sapiens	Metazoa	False
Q8IXQ5	586	Homo sapiens	Metazoa	False
Q8N108	512	Homo sapiens	Metazoa	False
Q8N140	333	Homo sapiens	Metazoa	False
Q8N196	739	Homo sapiens	Metazoa	False
Q8N257	126	Homo sapiens	Metazoa	False
Q8N371	416	Homo sapiens	Metazoa	False
Q8NI27	1593	Homo sapiens	Metazoa	False
Q8TBZ3	569	Homo sapiens	Metazoa	False
Q8TCB7	284	Homo sapiens	Metazoa	False
Q8TD19	979	Homo sapiens	Metazoa	False
Q8WV44	630	Homo sapiens	Metazoa	False
Q8WWM9	190	Homo sapiens	Metazoa	False
Q8WXU2	420	Homo sapiens	Metazoa	False
Q92540	1137	Homo sapiens	Metazoa	False
Q92750	862	Homo sapiens	Metazoa	False
Q93077	130	Homo sapiens	Metazoa	False
Q93079	126	Homo sapiens	Metazoa	False
